Surname,Count,
nuresha.n,1,
madila,1,
nevodita,1,
samtavivekananda,1,
gelhu,1,
simrana,1,
chulaha,1,
saipharaja,1,
shaghabuddina,1,
dipashikhara,1,
shajiddkali,1,
shariphuddina,1,
laraghu,1,
chutaru,1,
sariphulla,1,
chanjimoya,1,
duhkha,1,
rioshi,1,
soyaena,1,
dhanimoya,1,
sulama,1,
badakimaya,1,
shahvira,1,
alamakara,1,
abutalepha,1,
akhtaru,1,
gulasuma,1,
jiyaddina,1,
kurre,1,
ikaramudina,1,
amsuma,1,
bhruyam,1,
gulaseda,1,
kua.nva,1,
kitamuni,1,
ajenura,1,
ainuudadina,1,
kumudalata,1,
nuhabahara,1,
lutaphara,1,
shrishti,1,
ravindranarayana,1,
ehatesamula,1,
soriphona,1,
lorha,1,
panphula,1,
nurabona,1,
nutaphuna,1,
abusufayana,1,
vayejuddina,1,
khatua,1,
aponamaya,1,
vashikula,1,
potola,1,
mo0imtiyaza,1,
laharu,1,
rosario,1,
soharo,1,
cha.ndavano,1,
iliasa,1,
ayasona,1,
parashyurama,1,
vayuda,1,
naunahara,1,
shukana,1,
enuudina,1,
gulashena,1,
sarmaja,1,
nuhadi,1,
manije,1,
phulamato,1,
gregori,1,
jaguna,1,
sinphgha,1,
maluda,1,
kalasana,1,
nuhari,1,
nuranunahara,1,
lihara,1,
tarajula,1,
tohidula,1,
barjaha.nna,1,
jhakiya,1,
mosammata,1,
gukhatara,1,
gulavahari,1,
asaja,1,
vasaro,1,
musliya,1,
arapi,1,
kulari,1,
mojha,1,
keshavamishra,1,
hetampura,1,
rajavamtikumari,1,
sunagha,1,
ohidana,1,
kanhaiyasimha,1,
shrivstava,1,
dulararama,1,
tivatri,1,
muhamadina,1,
rasidaalama,1,
phrosha,1,
lalakishora,1,
kubhvaha,1,
maimananisha,1,
sihiki,1,
kajha,1,
gulasuna,1,
kshetradhari,1,
hareramapala,1,
vachchalala,1,
bebgama,1,
kalabhudina,1,
munnaprasada,1,
sonabari,1,
sachinakumara,1,
",mamsuri",1,
imidana,1,
junara,1,
diula,1,
vimdadevi,1,
rrishikemsha,1,
gayadevi,1,
indrivasni,1,
kishalya,1,
mahaiyudina,1,
chodharai,1,
ja.nvi,1,
saunadika,1,
barphati,1,
gaha,1,
kvaisa,1,
ramjanikamta,1,
pravakta,1,
aneka,1,
hasmta,1,
sonakumari,1,
rashaba,1,
dushadha,1,
ghupta,1,
jhakasu,1,
phaitama,1,
bajana,1,
thana,1,
sanoti,1,
samskara,1,
mamsurimamsuri,1,
hamadina,1,
abinasha,1,
chauradhi,1,
rataneshvara,1,
aksha,1,
munadevi,1,
lakashamina,1,
muralimanohara,1,
bisena,1,
karajaka,1,
ekajadi,1,
alamagrira,1,
hathami,1,
nahasami,1,
mamri,1,
kljaklha,1,
purushotamakumara,1,
raganapati,1,
homanarayana,1,
chauvariya,1,
pushpanti,1,
esakejeke,1,
vishamkara,1,
bhabhikamta,1,
ragosai,1,
shadevi,1,
ameshka,1,
vinmaya,1,
phakaruddinaali,1,
abarunesha,1,
dhanagada,1,
matibullaha,1,
biyahuta,1,
bhuvaieya,1,
sokhaita,1,
banahiya,1,
iruphana,1,
shamamulaha,1,
livi,1,
isusuniya,1,
ulamustapha,1,
venulata,1,
jasabamti,1,
mauata,1,
abimudina,1,
kprakara,1,
bakuli,1,
samodara,1,
dahui,1,
basaphira,1,
marachidevi,1,
rajakishoragupta,1,
ojatiya,1,
shad,1,
atikujjago,1,
shafiquzzama.cna,1,
sosaita,1,
bamjarana,1,
divakakaji,1,
vagadariya,1,
badagha.diya,1,
ojajhiya,1,
ba.dadhariya,1,
dhagadha,1,
bhuaiya,1,
disabaha,1,
ojahaya,1,
lomhada,1,
sanadei,1,
melani,1,
ajayakumarasimha,1,
chapadara,1,
hasatuni,1,
dillipa,1,
maderiya,1,
chaduraisa,1,
reshamatara,1,
badera,1,
somoddara,1,
dakua,1,
dhamgad,1,
khojaina,1,
shsahani,1,
muchchala,1,
mainava,1,
darapatiya,1,
salahanti,1,
aitavmiya,1,
ansumana,1,
haraduvala,1,
chetanarayana,1,
bhagirata,1,
dhaga~na,1,
patavariya,1,
bastu,1,
uaramva,1,
badaghariya,1,
hasalavaniya,1,
vudhiya,1,
bharatha,1,
khojabara,1,
dusadya,1,
binesha,1,
jaibullaha,1,
raushakala,1,
chulayaha,1,
salauddhijam,1,
mista,1,
maitu,1,
karmadeva,1,
mamama,1,
bho.didara,1,
shauniyara,1,
samaraji,1,
julayachi,1,
mo0bamsiti,1,
shamasama,1,
vishabakarma,1,
katumna,1,
bhrrigurashana,1,
kushjvaha,1,
udayabhana,1,
ramagovimda,1,
bipaphi,1,
gunajari,1,
ghanamatiya,1,
vimdyachala,1,
matavara,1,
ऍ,1,
viddyavati,1,
chonari,1,
ranaira,1,
kedarama,1,
kava.cra,1,
sankrrita,1,
najmusara,1,
mothaha.nsada,1,
ragathi,1,
horala,1,
ramjitkushvaha,1,
dulami,1,
bilari,1,
goi,1,
somapa,1,
najla,1,
nurajanati,1,
phatigi,1,
mupiyariya,1,
ramabelasa,1,
kishavaha,1,
bhakhi,1,
vijayamala,1,
mukhali,1,
inarapala,1,
baij~na,1,
pesha,1,
jagajotiya,1,
na.csha,1,
patamla,1,
vigu,1,
vadana,1,
brrijamohana,1,
j~nanta,1,
bairishtara,1,
motichamda,1,
ramabali,1,
shrami,1,
layichi,1,
kitavi,1,
chankaliya,1,
sahubani,1,
kursi,1,
majisha,1,
duhe,1,
miara,1,
habbivullaha,1,
gulamagasa,1,
manuliya,1,
numohamada,1,
sukavati,1,
samkeshiya,1,
jamiluna,1,
jannana,1,
munsumati,1,
ashaniya,1,
hosila,1,
najmaniya,1,
chanabhavatidevi,1,
pramodraprasada,1,
habibani,1,
jilabani,1,
kusavano,1,
moleshari,1,
tayasama,1,
asbulaha,1,
aphalatana,1,
khusamahahammada,1,
zainudina,1,
telhara,1,
aphajaluna,1,
kovara,1,
sugava,1,
bhuiya.nna,1,
bhatana,1,
anarakaliya,1,
sarshida,1,
umapatiya,1,
khushavuddina,1,
gidari,1,
sadhuni,1,
bhagamatiya,1,
sundarapari,1,
ijaharullaha,1,
bajanti,1,
salaudila,1,
phulajahasiya,1,
manabodha,1,
gamaha,1,
oragamjeba,1,
tasllima,1,
masarukhana,1,
alaudini,1,
lanadana,1,
basarudvina,1,
gajamatiya,1,
jiyaulagira,1,
kamajaham,1,
alhamda,1,
mainudinala,1,
salamadina,1,
seluiya,1,
mirahashana,1,
ashamohamada,1,
imamullaha,1,
vasurullaha,1,
intaharula,1,
ainulabano,1,
raveya,1,
kalabibi,1,
japhurudina,1,
khalilulaha,1,
jiladara,1,
tojmuhammada,1,
chanava,1,
jondya,1,
jaharuliya,1,
vodara,1,
kahatuma,1,
neyajudadina,1,
magira,1,
rahimala,1,
khatuliya,1,
sairuliya,1,
hasavuddina,1,
arbunia,1,
khaitaniya,1,
seramalaha,1,
krrishnakali,1,
diveya,1,
gulamamhamada,1,
masamodina,1,
tavasira,1,
istekhabula,1,
sidki,1,
lavauddina,1,
haphajulaha,1,
kedanuddina,1,
hesamula,1,
alimga,1,
ratuliya,1,
mugali,1,
ammini,1,
kuramo,1,
nadija,1,
jivarai,1,
makhaulani,1,
krrishnamrriti,1,
premana,1,
manokha,1,
ghurali,1,
shahibani,1,
ramayasha,1,
prameshvari,1,
davarika,1,
samkasiya,1,
asamuhammada,1,
nabihani,1,
kusahara,1,
sugriva,1,
mokhatari,1,
anasahula,1,
husaruna,1,
pillu,1,
jivariyala,1,
kaeku,1,
miaya,1,
vima,1,
rajilalaha,1,
rajulalaha,1,
lathedara,1,
rasavati,1,
datti,1,
aravin,1,
sambala,1,
prashantaparashara,1,
mema,1,
nadarama,1,
shejasima,1,
shakilurarhamana,1,
akhalala,1,
dilajada,1,
golhaya,1,
sohavari,1,
atirula,1,
mahanupratapa,1,
ruviruna,1,
jenabara,1,
salamaudvina,1,
arga,1,
prabhashakumara,1,
murasidakha.n,1,
majasama,1,
bibikelli,1,
sabatara,1,
jabbarauddina,1,
saiyamula,1,
gaphra,1,
ustaka,1,
ajaijuna,1,
shelallu,1,
sherahimudina,1,
najji,1,
nasebula,1,
yakula,1,
ranajo,1,
kajathana,1,
vajaphira,1,
rasidakhatuna,1,
gapharula,1,
jeyamuna,1,
pramilakumari,1,
sohagavati,1,
bashiruddhina,1,
shaharupa,1,
suryavanti,1,
bharanadi,1,
gulaapharoja,1,
minahajauddhina,1,
abhuva,1,
ladaya,1,
rajakeya,1,
deepak,1,
hanuda,1,
rasulaya,1,
mo॰oli,1,
chodhira,1,
anashiba,1,
sobaratani,1,
mo0abdula,1,
khodeza,1,
bibijainaba,1,
minitullaha,1,
alimumnisha,1,
qamarujjama,1,
kasiruna,1,
qiyamuddina,1,
rajiyaruhi,1,
shabera,1,
zalekha,1,
khidahara,1,
masuara,1,
kutusha,1,
jhasiya,1,
muratikima,1,
motiyarahamana,1,
sairavano,1,
gaiphula,1,
majibana,1,
neyaulla,1,
mathiyara,1,
chamma,1,
dilakeshiya,1,
mo0ayuva,1,
gayabula,1,
rumda,1,
ga.ndhia,1,
riniya,1,
najumuna,1,
jayasaba,1,
bhuneshvari,1,
mo0unusha,1,
mo0saphi,1,
silavestara,1,
blasiyusa,1,
blesiyasa,1,
jannatikhanama,1,
avajari,1,
bhavanipura,1,
ruaida,1,
navataja,1,
sadikamiyam,1,
misakula,1,
amarudiya,1,
jomani,1,
hyusena,1,
hamiba,1,
j~nanashu,1,
saphinam,1,
jagaya,1,
phaukiya,1,
sumitakumara,1,
bavajani,1,
vajafa,1,
chamnasakumari,1,
situkamta,1,
akuna,1,
bakhoni,1,
dhahajada,1,
majurani,1,
marina,1,
najubuna,1,
lodayamiyana,1,
haphina,1,
urdana,1,
khishabuniya,1,
japhariddina,1,
pajapama,1,
samasujma,1,
noniyau,1,
jitemdrasimha,1,
chamdervamshi,1,
kuya.cra,1,
jatija,1,
maha.nta,1,
gulasa|da,1,
ajamnasi,1,
jubheda,1,
mavauda,1,
navijata,1,
sumeranatha,1,
harsina,1,
sanmabana,1,
bajada,1,
techana,1,
pasiha,1,
vinsi,1,
prasvina,1,
jagarula,1,
trashratambhara,1,
devamsi,1,
ruabaja,1,
rajibullaha,1,
izarayala,1,
kushavahara,1,
limkana,1,
garuhembama,1,
priyamala,1,
merji,1,
phulakumara,1,
vijemdrakumarapamdita,1,
kishorasada,1,
himdhu,1,
nareshasada,1,
jamunavakho,1,
babunadamna,1,
bariyata,1,
khaidavara,1,
banareta,1,
parapari,1,
samerudadina,1,
keiepha,1,
mofina,1,
shrrrishita,1,
jamrarudadina,1,
abazala,1,
itkhara,1,
habidana,1,
mahadani,1,
sauharuna,1,
okima,1,
safaroja,1,
mohammadamastakima,1,
meharullaha,1,
siruna,1,
nasiulla,1,
akatariya,1,
kauima,1,
tasabirana,1,
nepura,1,
samatuna,1,
somini,1,
aminesha,1,
bahadakheda,1,
imida,1,
bariyeta,1,
rijani,1,
sekhamannana,1,
svarnavara,1,
nurahasa,1,
dharmanarayana,1,
khukhabu,1,
tunami,1,
sabulana,1,
mumula,1,
nilotapala,1,
sirapaliya,1,
rakara,1,
sofila,1,
musakuliya,1,
pakha,1,
lahatiya,1,
imsaraila,1,
vanau,1,
jamasha,1,
prinsi,1,
abbaa,1,
khodena,1,
basnavi,1,
pomde,1,
krritoja,1,
divyavala,1,
prameshvara,1,
maharni,1,
mahabina,1,
hemavamti,1,
emamu,1,
anaraji,1,
urao,1,
lorilabi,1,
odiya,1,
sayamana,1,
abadurrahamana,1,
iqara,1,
darakhamshajabi,1,
khurashaidavano,1,
aphiyanura,1,
tajamunisha,1,
upendrarama,1,
kumarivina,1,
dilakosara,1,
lakhodoma,1,
tha.diya,1,
kapula,1,
asidulla,1,
gothi,1,
phraॉsisa,1,
thameri,1,
malalakara,1,
misataka,1,
chipa,1,
kalamula,1,
divyajyoti,1,
tela,1,
krripa,1,
feliksa,1,
nijamudhina,1,
ramphela,1,
ladevila,1,
namamdala,1,
baironika,1,
moshesa,1,
tano,1,
josafa,1,
aganesha,1,
johanisa,1,
ghasi,1,
agariyaॉ,1,
bemsarava,1,
pavsana,1,
dubali,1,
samauddina,1,
haluai,1,
halubai,1,
madalena,1,
josapina,1,
daurathi,1,
viviyana,1,
remajiyo,1,
edalina,1,
pheliyasa,1,
vilasaina,1,
rajaali,1,
hasiada,1,
blasiusa,1,
saphayo,1,
mamudina,1,
akramuddina,1,
mulurabati,1,
jahamuna,1,
manataza,1,
mukasida,1,
kailumamdala,1,
viviasiya,1,
ushakeravina,1,
ignanusa,1,
aphatavaalama,1,
shrivassatava,1,
phulakamari,1,
yumani,1,
samdhashu,1,
bilasayusa,1,
johena,1,
tarayusa,1,
rabrastina,1,
valatara,1,
graisi,1,
groti,1,
maratha,1,
jyotishna,1,
zalila,1,
kussuma,1,
rusatana,1,
khimadimga,1,
sarfaraja,1,
alpheda,1,
magghalena,1,
thadausa,1,
jonasena,1,
hilariyana,1,
bilesena,1,
rejisa,1,
martha,1,
erika,1,
kalaminto,1,
barnada,1,
ramaphaladasa,1,
sadaire,1,
rrirrishideva,1,
ramapalata,1,
raghumamdala,1,
bhutairama,1,
dukhanti,1,
agriya,1,
ariya,1,
uppadhya,1,
kulku,1,
agaludina,1,
jihaula,1,
samtulla,1,
mahuphuja,1,
bhumimehata,1,
saidarahamana,1,
mo0masso,1,
mo0yakuba,1,
bhadeshvara,1,
lekhiya,1,
isaraphita,1,
mo0havida,1,
simhavara,1,
natayadasa,1,
sahayogi,1,
sahabanama,1,
ramaini,1,
chamdanasaradara,1,
saradra,1,
bhumirrishideva,1,
vishvara,1,
dhodhayarajaka,1,
bak?so,1,
mo0basirana,1,
mo0japhiraa,1,
adhayi,1,
kuvra,1,
baॉno,1,
subati,1,
praksasa,1,
imtiya,1,
tabbasmuma,1,
keyali,1,
narrishideva,1,
chamdarashi,1,
mo0neyajuddina,1,
rumija,1,
mo0kiyama,1,
dova,1,
rannuma,1,
manashima,1,
mahasamaudina,1,
emaapharoja,1,
sulamaza,1,
shaharoza,1,
viviaphajana,1,
japhirana,1,
ganima,1,
trahisha,1,
kupadi,1,
rarimarathi,1,
aibuba,1,
ayu,1,
bendre,1,
mistrii,1,
ganeshabhai,1,
akhaatara,1,
tabarejaalama,1,
mo0gyasuddina,1,
ruparakumari,1,
domisaha,1,
nasaradara,1,
avirama,1,
junekha,1,
sairuga,1,
hasavuna,1,
viviisarata,1,
majamu,1,
shj~ni,1,
upanishada,1,
munnama,1,
kundavi,1,
rahamanaudvina,1,
asipa,1,
uraruva,1,
anabaruka,1,
mo0akatara,1,
ghaneshvaridevi,1,
drivadi,1,
dilapremana,1,
agabhi,1,
khavara,1,
yugaladhari,1,
shresta,1,
goriyada,1,
abimda,1,
bhagavanasava,1,
bacho,1,
malura,1,
samatalata,1,
simdusa,1,
upadhyama,1,
sherava,1,
dharmendara,1,
kakeshaha,1,
asharaphaullaha,1,
tahalima,1,
laikauddhina,1,
savaphatama,1,
alakhibhuni,1,
idavajikala,1,
hayat,1,
siyasharana,1,
nasirauddhina,1,
jaivunanisha,1,
natomamjhi,1,
shaibuhani,1,
duradha,1,
mashuri,1,
raiva,1,
lotanamamjhi,1,
karumaanjhi,1,
ramapitamakumara,1,
chotemamjhi,1,
janakavadevi,1,
jayanandana,1,
abajaida,1,
iyarphena,1,
khase,1,
kampura,1,
banamvala,1,
kham1,1,
apujala,1,
mahabuburrarahamana,1,
usara,1,
sahisatalaabina,1,
parabha,1,
sakilavano,1,
umeshachaudhari,1,
lalamukunda,1,
gagada,1,
gajalo,1,
lojana,1,
malalara,1,
tapa.diya,1,
mumokhatara,1,
mumobina,1,
chauna,1,
deviarya,1,
riyazauddina,1,
jayamanatidevi,1,
kisomra,1,
akashabadevi,1,
gasuna,1,
ranjita,1,
abhinatha,1,
vinopasavana,1,
jirikana,1,
makadami,1,
isaraphikamiya,1,
nabiya,1,
dhaneshvara,1,
nuraila,1,
amuta,1,
puspadanta,1,
mohamadaasifa,1,
ganahora,1,
ramakashi,1,
mohiphuja,1,
neksaripha,1,
ramamahato,1,
padhara,1,
abaraga,1,
sha.cna,1,
avaraga,1,
mukhiha,1,
shaharenaja,1,
mukhbula,1,
kedipha,1,
tamkoriya,1,
vagairiya,1,
bakhho,1,
pa.di,1,
koshalyadevi,1,
bandhava,1,
esharaphila,1,
masharufa,1,
imarojalama,1,
inaraja,1,
ramoda,1,
krrite,1,
nityanamdaprasada,1,
hemanapura,1,
jasurudina,1,
mojiburrahmana,1,
idanisha,1,
shakaiya,1,
maisa,1,
kaiphujjama,1,
hajaama,1,
khairnisha,1,
kyona,1,
bhusahara,1,
dhaneksha,1,
sirbita,1,
yakufa,1,
lukhiyadevi,1,
khalevana,1,
bharundiya,1,
alaukika,1,
saiyana,1,
ajaruddhina,1,
bajdara,1,
jagabali,1,
mabbu,1,
sebaka,1,
ramjitasada,1,
sa.nkhu,1,
pashpa,1,
istakaka,1,
saharabana,1,
payama,1,
sumanta,1,
bachanidevi,1,
mithileshasaha,1,
tasadila,1,
kemuma,1,
rashimaprabha,1,
samadashi,1,
asharara,1,
abatullha,1,
eshaphaka,1,
kamarujajama.n,1,
chito,1,
shankar,1,
muohajara,1,
tamvo,1,
amilana,1,
ahishala,1,
patonya,1,
ghauli,1,
khairana,1,
asharo,1,
vamkhsa,1,
kamchanadevi,1,
pimyama,1,
dayalamukhiya,1,
padamasha,1,
misho,1,
pasila,1,
alabina,1,
laruva,1,
mehiudina,1,
pamjama,1,
vavalikumari,1,
tarunnama,1,
kulasumi,1,
moalodhaina,1,
mosahalama,1,
vokara,1,
taihyada,1,
avdularajjaka,1,
yaqina,1,
maslayuddina,1,
istiyapha,1,
mahaphusa,1,
najavane,1,
mimnatulaha,1,
sidhana,1,
photaya,1,
jhigari,1,
lamgari,1,
shvetamjali,1,
jhimgi,1,
mutuza,1,
kulama,1,
monure,1,
moakavara,1,
chanasura,1,
pradipasada,1,
phuliyavati,1,
rasalapura,1,
kulasuka,1,
tasya,1,
arjula,1,
ashjada,1,
jurahemna,1,
harasyama,1,
kakali,1,
dureya,1,
kishtu,1,
chamdesari,1,
koli,1,
majebulla,1,
nasarona,1,
lodaya,1,
shamasho,1,
hanija,1,
rabtana,1,
mauvina,1,
ashadula,1,
mashri,1,
mojubarela,1,
feshala,1,
jiyaala,1,
pribhamjali,1,
sandho,1,
nandaraja,1,
kaishava,1,
karamma,1,
abamula,1,
jahamala,1,
morojita,1,
jasho,1,
tahimana,1,
sabadulaha,1,
sumakara,1,
makua,1,
jayasavarala,1,
jamuti,1,
juhira,1,
jayaphullaha,1,
rulevak?sha,1,
taphishrurahamana,1,
matirana,1,
visila,1,
phajirudadina,1,
asso,1,
saimna,1,
somarama,1,
bindam,1,
siza,1,
badarnisha,1,
antuma,1,
rubahi,1,
kudusauddina,1,
muidina,1,
ralesha,1,
aukila,1,
munishara,1,
rorbata,1,
atauula,1,
mirayama,1,
maiyamula,1,
shivacharanasada,1,
ojuba,1,
simhasa,1,
marikha,1,
vostana,1,
varsali,1,
molaha,1,
jagatarni,1,
motifana,1,
sephalika,1,
shivamabika,1,
parmanamda,1,
narayanasada,1,
hakami,1,
galesha,1,
gholari,1,
luhiya,1,
adavaiya,1,
mukamala,1,
pamjiya,1,
swarnakar,1,
inataakama,1,
mosalauddina,1,
bebigupta,1,
jaiyanava,1,
mochotu,1,
dharuna,1,
ayaiba,1,
sanavarula,1,
yajuba,1,
samalama,1,
khojida,1,
satihara,1,
husanavana,1,
maharo,1,
virabhadra,1,
varmo,1,
ganeshamurmu,1,
dhairakara,1,
sakinabegama,1,
muisa,1,
jasimudvina,1,
evadulaha,1,
amanaulaha,1,
trrishati,1,
pruvita,1,
bashuki,1,
mummu,1,
ibaro,1,
kumistra,1,
pimkiya,1,
zabera,1,
priyakakumari,1,
molala,1,
mahasunera,1,
masokarimana,1,
khadiya,1,
imalana,1,
isamulka,1,
sunovara,1,
nekajaha.n,1,
semada,1,
morahamatullaha,1,
laruena,1,
majalumu,1,
imtejaja,1,
kemdula,1,
anavarla,1,
babunarayana,1,
jikare,1,
jamiraudadina,1,
viviirasada,1,
mochote,1,
risjajada,1,
monavajasaripha,1,
morukavala,1,
raghuvendra,1,
pramadevi,1,
rmaya,1,
kairasiya,1,
pradyumna,1,
dukhamti,1,
amirunisa,1,
minhazuddina,1,
shekh,1,
devayari,1,
moinaamula,1,
kulashubha,1,
chaupaja,1,
iphphatanasa,1,
hodira,1,
savaituna,1,
mahabullaha,1,
mahabulana,1,
harekisuna,1,
makhamuliya,1,
asametullaha,1,
anashaha,1,
ebarala,1,
gudada,1,
masaleuni,1,
kamarulla,1,
moamanulla,1,
rahishana,1,
momanana,1,
mazzu,1,
auhava,1,
jahiradina,1,
asaullaha,1,
maulahi,1,
susarati,1,
hiyatula,1,
mihaki,1,
hosaini,1,
jiiuddina,1,
shahanaagira,1,
jalagira,1,
tahiyata,1,
alisajjada,1,
ikabola,1,
mimtullaha,1,
jasimaddina,1,
sichiki,1,
jaiyamunisha,1,
sagavaha,1,
hisamiliya,1,
murarsida,1,
tabaula,1,
pradhamaka,1,
shvushilala,1,
airamaphatama,1,
radupha,1,
ajadula,1,
kusada,1,
moasdulla,1,
sheyadula,1,
mebula,1,
hedeyatullaha,1,
muhibullaha,1,
movalakata,1,
brrijabala,1,
amomkara,1,
mamdavi,1,
dvevadi,1,
ramjareja,1,
katavaru,1,
sonakhara,1,
kaushasvano,1,
mitulalaha,1,
shibagatulla,1,
"alamagira,",1,
abdurahima,1,
balirahamani,1,
isavama,1,
khutuma,1,
mishakara,1,
abdarrajjaka,1,
katuma,1,
mazaharauddina,1,
gajaladanisa,1,
shoyava,1,
surasida,1,
jautuna,1,
ibrahmi,1,
0ajimuddina,1,
mosariphana,1,
raghavatara,1,
nayiya,1,
asatullaha,1,
ehasanaulla,1,
irateja,1,
nejavata,1,
bha.ngana,1,
ramakhailena,1,
jasimullaha,1,
khushaveda,1,
tuphula,1,
rayaka,1,
vanasatiya,1,
rajjaudina,1,
seyaphula,1,
halla,1,
mitulaha,1,
asutosharamjana,1,
mumteyaza,1,
iphateshama,1,
ismataullaha,1,
haphisa,1,
prritama,1,
yubaraja,1,
tufeda,1,
viviroshana,1,
vivisavnama,1,
ehasaphulahaka,1,
vivijahida,1,
ihisa,1,
rahosa,1,
vivisahida,1,
shaidana,1,
golki,1,
girijananda,1,
kalikananda,1,
prapanacharya,1,
ehasanullah,1,
kharumuda,1,
haijula,1,
sanada,1,
ramasundari,1,
chopalaka,1,
lalosaha,1,
amdu,1,
vishvaba.ndhu,1,
shobara,1,
najmusehara,1,
ashisharamjana,1,
nunubati,1,
mukarji,1,
nilsi,1,
padmanabha,1,
mottalila,1,
firasatulla,1,
samdama,1,
mojivala,1,
aihasama,1,
imalaka,1,
afaza,1,
prahari,1,
salamuddi,1,
naddama,1,
sakhichandra,1,
snehadipa,1,
asaruudvina,1,
samase,1,
sumaina,1,
phudusha,1,
lakhera,1,
pharahida,1,
shabirula,1,
lalashahapura,1,
bahisati,1,
maujavina,1,
zasimina,1,
mosarika,1,
ajamatulnaha,1,
idaraashada,1,
kumarom,1,
barhata,1,
ruhulalha,1,
chau.dasiya,1,
musattaka,1,
itakhava,1,
foiyaja,1,
ramasurata,1,
pushraja,1,
latovana,1,
velafa,1,
oshila,1,
isirala,1,
ehavala,1,
india,1,
paridha,1,
badaruudvina,1,
kasipha',1,
fajalulaha,1,
masumata,1,
asallani,1,
sobhata,1,
masidula,1,
tavvasuna,1,
mulka,1,
eramaara,1,
jummu,1,
tazaudina,1,
mumnu,1,
zarari,1,
sujagani,1,
huruneara,1,
inayutullaha,1,
gu.ncha,1,
imitaja,1,
md,1,
zayaullah,1,
momushlima,1,
bakaulla,1,
vishvakarmam,1,
ishetehara,1,
mpervaija,1,
praraveja,1,
mohammadaphiroja,1,
gajakara,1,
mimtaullaha,1,
shehava,1,
nagiphatama,1,
mtsakila,1,
pha.cyaja,1,
saltanata,1,
gaffura,1,
ejazuddina,1,
modabbira,1,
pranoti,1,
raisurarajjaba,1,
marutinandana,1,
sumuda,1,
khaittuna,1,
nezam,1,
sheketa,1,
thaguna,1,
banara,1,
karnam,1,
nayarana,1,
sardesha,1,
naphata,1,
laheriyasaraya,1,
mamdl,1,
tabasshuma,1,
upekshamalakara,1,
muthatapha,1,
elamuna,1,
mofidana,1,
osavala,1,
shimka,1,
sadbha,1,
shakuni,1,
shamdailaya,1,
ruski,1,
hamanaina,1,
jinnasaha,1,
tupeshakumara,1,
tabarezi,1,
robauda,1,
hatrindara,1,
joharaha,1,
mauje,1,
gitamsha,1,
bharabata,1,
pritipriya,1,
morahamatulla,1,
brrijeshvarama,1,
nanjara,1,
tabarata,1,
shivalaka,1,
nagaicha,1,
rajulaha,1,
jaddu,1,
arimardana,1,
chinmaya,1,
phudirama,1,
anavula,1,
istaraga,1,
llika,1,
bhulasariya,1,
maruta,1,
mdmobaraka,1,
ritujaragini,1,
bholthi,1,
vudaru,1,
sunuvara,1,
loliha,1,
madhavana,1,
garabu,1,
hodaha,1,
qama,1,
kayyama,1,
mankusha,1,
habbebula,1,
satorama,1,
ऑli,1,
rule,1,
jaganavi,1,
ruvarnakara,1,
vidyayandana,1,
siyasata,1,
bidavi,1,
elisa,1,
br,1,
mudiya,1,
shonama,1,
tapasa,1,
haireja,1,
stiyana,1,
yadvava,1,
nathala,1,
vishanoi,1,
latrminarayana,1,
shahajanamda,1,
basilana,1,
phiraya,1,
rukhsarala,1,
sumamna,1,
abumahamda,1,
khlila,1,
mehamudaa,1,
bravina,1,
kumjarani,1,
maraghi,1,
vaukiya,1,
hashamuna,1,
tanaki,1,
nurakshana,1,
7,1,
varimdara,1,
humane,1,
jayajita,1,
menatulla,1,
ephaso,1,
mosamsa,1,
bindula,1,
virada,1,
sukhaka,1,
ratnasimha,1,
navotiya,1,
phiratana,1,
alfatha,1,
kusheva,1,
sumamgalama,1,
tabasshuya,1,
maurakshi,1,
gulanashi,1,
santaraja,1,
ajitabha,1,
jayajagrriti,1,
mamdakani,1,
pimkiidevi,1,
sharandilya,1,
bhraduriya,1,
gorabha,1,
samsauddina,1,
chali,1,
kananavala,1,
vadaddina,1,
rervina,1,
hosband,1,
avusaleha,1,
eheshama,1,
tosi,1,
jisasu,1,
svetanisha,1,
indreva,1,
namjanina,1,
shiharsha,1,
praharaja,1,
ajyalakshmi,1,
shauvati,1,
shiadalya,1,
purendu,1,
pharjala,1,
jaluddina,1,
tamijudhina,1,
munirudvina,1,
nasharuga,1,
revadhi,1,
nijafara,1,
ibala,1,
puremdu,1,
keshika,1,
sahajadahi,1,
ivatekhara,1,
kamaleshari,1,
va.da,1,
khavaladhina,1,
ausiya,1,
leisana,1,
ataila,1,
nabbasuma,1,
nosaila,1,
amatari,1,
khurashirda,1,
rrishidamva,1,
malodhani,1,
mashalima,1,
kaim,1,
jiyadrarhamana,1,
cha.dha,1,
janaya,1,
jayanuna,1,
kinakara,1,
afaba,1,
taphphajjula,1,
valleshvara,1,
~nahida,1,
renuvi,1,
ripraya,1,
rushanza,1,
nippu,1,
chandakishora,1,
saphugata,1,
shajaho,1,
bulagani,1,
rahipha,1,
musraka,1,
mokiyama,1,
varsharani,1,
khutna,1,
ak?ta,1,
khajda,1,
phulahashana,1,
kamukhiya,1,
makhaula,1,
sulata,1,
jugarati,1,
nakamiya,1,
jahuraalama,1,
salaodina,1,
rabinakumari,1,
jilo,1,
nasarudidana,1,
mamjumadara,1,
sadhadhana,1,
ekblaka,1,
nasra,1,
shimta,1,
manjusharana,1,
patharakara,1,
visaimala,1,
brajendra,1,
