Surname,Count
nayajaudina,1
haippi,1
suhiya,1
hojama,1
hebhrama,1
usila,1
bibhava,1
bisaphora,1
pamchayata,1
dhaubi,1
"""phaijuudina",1
ikajudina,1
mujkhatara,1
shukuddi,1
jiyayudadina,1
nasifa,1
indula,1
naisuna,1
mumtesara,1
abularjara,1
maraphula,1
saphadala,1
mo0phatakana,1
amo0hasaibula,1
medarudina,1
brulaki,1
trasada,1
aizuddina,1
arvidu,1
hauka,1
pala`,1
uralna,1
ummara,1
khelila,1
hikima,1
chaurasiyau,1
nimudina,1
shasudadina,1
khayika,1
narika,1
paishakara,1
asamaila,1
vanama,1
bema,1
annapana,1
darakara,1
marajula,1
muslina,1
labedu,1
ramadharo,1
samasadina,1
kodusa,1
mohamanira,1
pharibadula,1
meharunnisha,1
chintananda,1
j~nanatulla,1
[pandeya,1
jaharuudvina,1
amiruddani,1
jalarala,1
taibura,1
anarvati,1
pegammbara,1
rimaudina,1
phajanurahamana,1
ayanuvina,1
imaratuna,1
khoshahala,1
sakhiya,1
asataba,1
subriti,1
miji,1
mohajida,1
fkruddina,1
hasupha,1
ajaura,1
urvana,1
khembarudina,1
tistri,1
ayuvakara,1
u.nva`,1
subaharana,1
seravavata,1
tinai,1
pechu,1
mopjiba,1
aftabba,1
mosaila,1
mairaga,1
mahalakara,1
isakalala,1
naraturavara,1
kharavari,1
imdralala,1
rahabuddina,1
gausvavi,1
kisari,1
jobaidina,1
sharmarama,1
karamaullaha,1
nna,1
sadrilama,1
ramapura,1
najagira,1
jayudida,1
kashimaudina,1
sirajuuddhina,1
mojabila,1
ebaraka,1
yajabula,1
jurajisa,1
roufa,1
ulalha,1
agdula,1
barajaka,1
barajakha,1
juda,1
mehendi,1
jamarali,1
teimula,1
tabaijula,1
jir,1
miyami,1
iphavekhara,1
bibishabnama,1
aijajuna,1
sarpudvina,1
moraphula,1
khusharudina,1
akitulla,1
taphijaula,1
sauraina,1
isharauddyina,1
unshahaqa,1
kismatulla,1
ajabara,1
sarphauddhina,1
nurahajarata,1
jodu,1
jukamana,1
sattatara,1
namadu,1
sayiada,1
iruhaka,1
sjad,1
vedakhadina,1
iphasana,1
jmamirudina,1
jaiphaddina,1
najaphara,1
sophuudina,1
rishidephva,1
januudina,1
lalsaha,1
ragoriya,1
navaratna,1
svarnava,1
jakiimama,1
samudra,1
ibedata,1
mastuka,1
ajisdina,1
ralaudina,1
shejuna,1
thitara,1
mustaphasa,1
phairujudvina,1
kiphatula,1
sujaruddina,1
atita,1
sojo,1
sajamana,1
modei,1
modai,1
hemajudina,1
asaleuddina,1
manikachamdra,1
sachchadannada,1
amirarudina,1
jajaganayana,1
balma,1
brrijesha,1
shaukhata,1
belava,1
prasada|,1
matimudina,1
alivara,1
matiujjama,1
ekabata,1
hefajudadina,1
kubbasa,1
nuruhina,1
phanasura,1
jalimla,1
gujiya,1
khushahali,1
chvana,1
hatida,1
mukaddira,1
prrithvichamdra,1
dhosai,1
maihaiyudina,1
sulakana,1
mo0asima,1
gulamasida,1
asaphaali,1
julurahamana,1
aranamahammada,1
habibulaamsari,1
latiphaamsari,1
ashagala,1
aiyyada,1
aiyayada,1
phiradalli,1
iraisa,1
hatina,1
ummeda,1
imamala,1
mohammadaganora,1
gachdara,1
ssimgha,1
gaphuralala,1
paramalala,1
mashahara,1
dhanuha,1
dhamuka,1
shivabachamna,1
mamtesha,1
pan{}deya,1
shahababa,1
ramjanshekha,1
bhagada,1
shabvima,1
rishiseva,1
sariuta,1
gachyara,1
jamaludrina,1
fajalura,1
kismatatulla,1
singhha,1
musami,1
isamai,1
radhunidasa,1
tanori,1
mo0phajira,1
dhauli,1
alivakak?sa,1
sudarashana,1
jumari,1
salasa,1
ikaramulahala,1
jalpamaramdi,1
nunulakham,1
dasharathasada,1
dhutarasada,1
dugga.da,1
mikaisa,1
ibresha,1
moidaurarahamana,1
udinaali,1
nasaraudadina,1
sabori,1
badeula,1
svajhavilala,1
jhabilala,1
imtarala,1
maisara,1
rajauldina,1
pabhudasa,1
karesada,1
rahamina,1
bavana,1
chorasimya,1
mamhara,1
rushidevi,1
kantalala,1
minitalala,1
kanhaiyakumara,1
chothari,1
kasakuuddina,1
lalamahammda,1
jharakhu,1
jhalaku,1
kurasela,1
inatiyaza,1
gujanasada,1
neharuda,1
dipachamdasada,1
reyajuddhina,1
divita,1
basimha,1
gosvmi,1
ihima,1
nurre,1
saphibulaha,1
saphibullaha,1
karmuddina,1
tashamala,1
pauddarara,1
mutai,1
nunisha,1
bhagita,1
nirajarrishideva,1
chamdrajita,1
kaumata,1
ranaranabahadura,1
nurayehali,1
nurahamahamada,1
balegula,1
meratuula,1
murayura,1
sadasada,1
latramimamdala,1
turpha,1
yodeva,1
saraghara,1
jhada,1
makalodina,1
negadda,1
veradalli,1
sarakama,1
kesharulala,1
sakamalala,1
pasadgupata,1
phaiddara,1
dhautayamamdala,1
diharasada,1
chalitrapasavana,1
shukkana,1
jaganarajana,1
trio,1
vikramarama,1
kurassi,1
jumrati,1
jamgirama,1
sibgatula,1
takvima,1
arebi,1
kalasariya,1
mukhigra,1
suraili,1
omahari,1
raya.n,1
bardiya,1
bhojami,1
kuyma,1
gopta,1
rrishshadeva,1
jayakrrishana,1
jhadam,1
tasmula,1
mahagira,1
nichabali,1
nalabamda,1
anagrahita,1
tatrava,1
bhagavanarama,1
msimha,1
passa,1
titrapathi,1
sakabala,1
ghusa,1
tamijo,1
sudhuva,1
dhanimohammada,1
sutyara,1
sanagira,1
shanagira,1
riyasauddina,1
gedaru,1
sobhiya,1
shobhiya,1
rusamali,1
ènu,1
shukarati,1
sopha,1
suramalibhuiya,1
dilakhusa,1
gulashida,1
pashupatipasavana,1
mujavali,1
seitara,1
govahara,1
vakarali,1
sajephula,1
bainu,1
shupharadi,1
adabula,1
masudanadapha,1
odhariya,1
dakka,1
labijana,1
sohaka,1
sinaga,1
jaganatharama,1
kavaldhari,1
tisku,1
baghula,1
turaku,1
nemodina,1
jharivaksa,1
husandi,1
nisuva,1
sobhara,1
fasiro,1
kutyanamda,1
tajola,1
kukari,1
alamomiya,1
isamo,1
jhubaraali,1
masareudina,1
chamarodina,1
manijaraali,1
khanntaraali,1
parukha,1
javoddina,1
ksima,1
varkatulla,1
kuraishira,1
surphadina,1
muzaphpharuddina,1
phalahuddina,1
chodhura,1
chaidhara,1
masanuddina,1
salibha,1
hajiabdula,1
puranachamda,1
dauni,1
ajanudina,1
sahorula,1
afatura,1
kamalapasa,1
masalo,1
ga.dhakara,1
shubakalala,1
palasamani,1
sallahudina,1
gademri,1
phirajudadina,1
sanari,1
pathale,1
ludamomamdala,1
domarumamdala,1
vanakudasa,1
gajananda,1
sadelala,1
ramae,1
bvachamnada,1
bachchanamda,1
desadha,1
ojhasha,1
ojhaka,1
devsya,1
tripahi,1
kalta,1
shabdullaha,1
ramataluka,1
ramaraksha,1
minakshi,1
monirudvina,1
bindhsera,1
sugarama,1
majuudvina,1
saturrahamana,1
saidulla,1
molaimishra,1
tirakharadaha,1
intiyaza,1
maulauddina,1
salamuddhina,1
golki,1
sabagula,1
sheltu,1
shamesula,1
nasimaddina,1
behabu,1
jahirouddina,1
manenulla,1
somima,1
sojimauddina,1
`hasada,1
sotimaudina,1
sidhiya,1
vilasi,1
lalamahaya,1
haphijaudvina,1
jalalahaudina,1
tanika,1
mahamodani,1
sohiya,1
sayanodadina,1
ketuna,1
ajamagora,1
vilaiya,1
jhalamudina,1
bhathu,1
kiphatulla,1
hajikalimaudina,1
soharavaali,1
sephatula,1
varasetulla,1
ajiburrarahamana,1
nasetullaha,1
poande,1
adilanathasimha,1
dhupanarayana,1
kuomara,1
devui,1
husaina.n,1
pandeya`,1
ipaka,1
kauhara,1
vibari,1
mukkaimla,1
sahjamala,1
atauha,1
dusara,1
hajaitu,1
bilava,1
khulatiya,1
hunni,1
mjebula,1
taksi,1
ayano,1
phak?khu,1
tasemula,1
lesudina,1
chakvati,1
ramabiraji,1
jallaludvina,1
shakuradadina,1
sherajudadina,1
bhaisa,1
tavataॉ,1
shishanatha,1
genha,1
kanku,1
isahusaina,1
rohatasvi,1
sehatasvi,1
viguniya.n,1
gogai,1
tariya,1
seharedina,1
dhinnu,1
seharobula,1
mahaphimla,1
akilauddina,1
phajima,1
aitavadi,1
devaru,1
msanikamta,1
vadavka,1
asadaraja,1
gamgaru,1
chaithu,1
sadaraudvina,1
jamilo,1
karmuudvina,1
rodina,1
jamiro,1
baraudvina,1
pachakodi,1
aireli,1
nadauddina,1
paghaghu,1
baudai,1
fajena,1
sharadaali,1
laituna,1
painaudina,1
sarphahom,1
kanaminna,1
insaraali,1
surujamala,1
tataka,1
ta.ntava,1
brinamda,1
nityamnada,1
balikanamda,1
sedullaha,1
smillha,1
ezahara,1
sakarava,1
oulaya,1
karapara,1
ghatru,1
musakhuva,1
lagaru,1
tasamodima,1
leyasa,1
jamamo,1
ibrahmi,1
domadu,1
chotanamali,1
chnadravanshi,1
dharmakanta,1
sivalala,1
chamarudvina,1
soheburrahamana,1
sohedurrahamana,1
takejula,1
amisadina,1
ramajitana,1
una,1
miyamka.c,1
salekha,1
maulaya,1
shelu,1
sohagira,1
di0,1
vishana,1
sabudala,1
sumasada,1
mustabila,1
bhikahari,1
pasvajam,1
chandreshvaraprasada,1
dosamohammada,1
roapha,1
malachanda,1
ammasada,1
bhamgiya,1
jaddu,1
budhusada,1
'pamjiyara,1
jalam,1
kailura,1
vishbavsha,1
durala,1
nuraseka,1
nulaisalama,1
nujarula,1
ismama,1
isalabudi,1
sikhamda,1
isfaqa,1
ksyza,1
dhurpati,1
tatvana,1
radhora,1
shivanamdaojha,1
uppadhayaya,1
upadhayayya,1
birbahadura,1
kamakhyanarayana,1
kaara,1
`mo0musalima,1
chunavali,1
isarodina,1
soyabaali,1
sajavana,1
kisa,1
laphuda,1
mahimaoddina,1
riyasudinaali,1
isralada,1
vapala,1
jilu,1
rimsamha,1
apha.cina,1
aphatabula,1
sahasimha,1
sudadu,1
udyinana,1
tasobbara,1
hasibauddina,1
kamarughina,1
samsujjoho,1
hiasami,1
shrabhvastava,1
shivajisimha,1
rishidevo,1
kaleshvararama,1
bhalura,1
mevaulala,1
mosai,1
khutihara,1
sainudvina,1
shamshujjamma,1
samasulajjoha,1
akhatarujjama,1
buji,1
murshila,1
shenudina,1
ajaruddyina,1
saliba,1
haphijaresoudina,1
rajivaramjanativari,1
amanakatuna,1
jiaufadina,1
rauphapha,1
ghonai,1
buddayu,1
phastapha,1
saphiurramana,1
barra,1
bianda,1
mamgalaprasada,1
ramanujasimha,1
chnadrabusana,1
kuotivari,1
saibuda,1
lutukali,1
ghamamdi,1
mashimodina,1
ashadu,1
ijharu,1
fajiluta,1
araphima,1
badarudvaja,1
hamejula,1
rikulihara,1
dhanoja,1
pamne,1
rajupasavana,1
ravishakara,1
badariya,1
vadariya,1
[tripathi,1
baijapasavana,1
subaha.n,1
miushra,1
kajhana,1
jagubhagata,1
laksmana,1
abirdurahamana,1
shukkalu,1
vijula,1
jhiro,1
sojimuddina,1
karachu,1
makhkhu,1
janidina,1
ilani,1
jahoda,1
uchura,1
aphejula,1
yatephula,1
kadhu,1
avabula,1
dhinda,1
anha,1
hashaka,1
jahaida,1
hajarana,1
tarahusaina,1
shyamamurmu,1
mamdalana,1
jatiro,1
samirudaddina,1
jophara,1
najarodina,1
phidu,1
emuddina,1
moazama,1
jasalo,1
haniphula,1
ajiullaha,1
haiphija,1
moshirda,1
karamaruddina,1
ghulai,1
bholakoresi,1
golda,1
bhasata,1
intapharosa,1
pharamula,1
lemgaru,1
nurasallama,1
hakinuddina,1
guphalata,1
karora,1
sajjadra,1
jerula,1
karnajiya,1
somgara,1
kamjha,1
haribhagata,1
vajauddiyana,1
isarupha,1
ayoudina,1
phabisa,1
alinasara,1
nausida,1
taravula,1
motalina,1
phujana,1
bhisamalala,1
domanadasa,1
"uddina,",1
valadasa,1
emtafarosa,1
itaphrosa,1
rave,1
julesara,1
saphalata,1
saud,1
apatara,1
ramadaroga,1
jayadayala,1
padinta,1
svavamithilesha,1
svavavrijabihari,1
venimadhava,1
ramasihamsana,1
rachauve,1
uvadhyaya,1
kakaiyyama,1
samiraudvina,1
biha,1
mukharama,1
alakasami,1
janamudina,1
sijju,1
sayoudina,1
surajamohana,1
ramjana',1
subanu,1
enuddin,1
phanibhusana,1
baiddya,1
chahatapura,1
moinudilana,1
ninajamudina,1
janasadiki,1
irapharosha,1
itaphrasa,1
anambula,1
isulaya,1
harshavardana,1
rijau,1
shaimullaha,1
digavala,1
tike,1
chauahana,1
chanadarama,1
kapalamuni,1
kharapala,1
chudipharosa,1
pharausa,1
akham,1
takiujzama,1
shuemba,1
monesarudvina,1
baueji,1
ekavana,1
aguila,1
kamarulauddina,1
mimina,1
maॉj~ni,1
mukhalesura,1
obaidaullaha,1
nanapha,1
atiqzzama,1
vazarata,1
jivula,1
umida,1
rinarayana,1
mmosima,1
mdmosima,1
mnazima,1
shariphala,1
bajalullaha,1
sadadana,1
monibula,1
saghirula,1
imaliyasa,1
absesha,1
churipharosa,1
farausa,1
mubinudadhina,1
israra,1
enamaudina,1
amilaudina,1
igadaha,1
kahave,1
sukeshvara,1
shibalika,1
chokojana,1
phulesana,1
mohasoni,1
mausami,1
samiudhina,1
majidasa,1
gumarana,1
alipumama,1
kutubullaha,1
sibghatullaha,1
befa,1
imteyajauddina,1
shaidara,1
simkamdara,1
bharaja,1
chu.diga.dha,1
chabeya,1
padenya,1
marichaॉ,1
banavashi,1
alamanura,1
chandreshvarraprasada,1
najirudradina,1
emasairata,1
lahi,1
mujathida,1
maushima,1
mustajaba,1
ukesha,1
nase,1
shahide,1
tauphida,1
khalikulajjma,1
moarasada,1
avaullaha,1
mustpha,1
jilavana,1
pharoki,1
sherajuuddina,1
purrakha.n,1
akorahi,1
somagosai,1
rasulabisati,1
muturga,1
nisalala,1
nnahe,1
kheyama,1
tashlama,1
ajatashatru,1
ahasurraba,1
eta,1
idrisasi,1
minajalama,1
minni,1
baukaiba,1
mujataahida,1
tahaveja,1
mmustfa,1
sujara,1
napisa,1
asalila,1
saphaullahanurani,1
imamakhaॉ,1
ekakata,1
virulala,1
tatamti,1
nathapadeya,1
nataha.cpaade,1
amsaria,1
agaharulaslama,1
pharkimi,1
hajimaraina,1
saipulla,1
mjabira,1
vauejidasa,1
chothe,1
sheralala,1
rahusa,1
moajjaya,1
sahabala,1
lutaphurahamana,1
bauyelala,1
mdmomtaja,1
sadaraalama,1
goshomi,1
nande,1
tauhada,1
sitarula,1
vashirula,1
sahijula,1
samashaida,1
atoaulataha,1
mauhi,1
dabirira,1
rasauta,1
amilahaka,1
mehasara,1
mshakila,1
naibula,1
mdabasa,1
anasha,1
bbara,1
mosatalima,1
ramapatapa,1
salahadadina,1
ajakama,1
phalahari,1
shamasujjamana,1
ekhalakujjama,1
babuananda,1
addi,1
moasima,1
vijadhara,1
anvarulhaka,1
mohidiba,1
hidayatula,1
hakiba,1
lallasa,1
ushamni,1
ziaullaha,1
brahamma,1
mirtuja,1
chandeshvarakurmi,1
ehatashunullaha,1
`kasami,1
tuphaida,1
kee,1
tulai,1
jaberi,1
mahatham,1
juho,1
jahaudina,1
maॉnjhi,1
godana,1
nanhai,1
dhanana,1
aphaki,1
lilha,1
mojalija,1
ajmatullha,1
minatullha,1
tamanai,1
mum,1
name,1
shataga,1
pashchima,1
dhanavira,1
mathani,1
jiyaddhina,1
mdakhlakuzzama,1
tahibula,1
phakarauddina,1
kulatu,1
uvedubla,1
hamadida,1
avivula,1
sokimdara,1
vashri,1
nurahasama,1
vavesha,1
thokara,1
jameri,1
maramadina,1
sherazaudina,1
zana,1
mughani,1
tajina,1
nurulanabi,1
rapamdita,1
kuojha,1
mesalima,1
mnuraina,1
bushara,1
asharphidasa,1
ambasda,1
nejamamudina,1
jaisavara,1
ghuraphekana,1
sakseriyaa,1
kapiladila,1
vakarula,1
muniva,1
gayakavarda,1
gomd,1
nasiurrahamana,1
mofijurarhama.cna,1
chauperla,1
pavaja,1
alasi,1
mojiburaaraamana,1
dale,1
avulavahava,1
bojora,1
iphavara,1
avadhuta,1
dhobo,1
kudvina,1
rajakishori,1
dinanathasimha,1
kaimukha.n,1
osede,1
masiujjamaॉ,1
layikuzzama.cna,1
bimha,1
umehsa,1
samtha,1
drisi,1
dishi,1
alamjera,1
moatabula,1
kusai,1
rhena,1
nechamatullaha,1
mintulalaha,1
anihasana,1
khalikurrahamada,1
jakhari,1
jitukumara,1
sahabejana,1
jamabudaadina,1
mistrama,1
kararuddina,1
govasvami,1
ehasanaudina,1
khumuda,1
a.csasari,1
soverati,1
manikachamdragupta,1
nasimrakham,1
rakham,1
ramabrritra,1
baravasa,1
sueda,1
sihamha,1
birakamta,1
janulahaka,1
mudabbira,1
mdrashahidahasana,1
ikureshi,1
monathu,1
jamdura,1
bishakishora,1
hamidaraza,1
kalyama,1
mosilima,1
mohammdin,1
asifiqubala,1
jamilussalama,1
nannahe,1
shadarujzama,1
zamma,1
anakala,1
amishra,1
lathare,1
haviari,1
sailodina,1
choja,1
vamshimudina,1
moishamarula,1
mutajaba,1
vajiudina,1
mophiula,1
anjula,1
taukika,1
amdullaha,1
mujatabia,1
sarevara,1
araॉva,1
ara.nva,1
vadrazzama,1
auaisna,1
momokalisa,1
muaramana,1
rayasiha,1
vajiphulahasana,1
churi,1
sarajila,1
yosaphira,1
amavaya,1
chudiyada,1
abutoraba,1
saphirama.cna,1
msihara,1
jasmudina,1
muniyapa,1
"nadapha,",1
phaujdara,1
jahaniyo,1
maranu,1
kandalana,1
phamdunla,1
jayaraja,1
gopichandra,1
keraishi,1
shalumana,1
tunanu,1
sheshtha,1
hashri,1
dive,1
nandata.nti,1
hailuma,1
kammana,1
punenduji,1
rupasavana,1
nahafa,1
rasidujjamam,1
obaitullaha,1
tariqe,1
juhivavu,1
msakiba,1
arsapha,1
mdesheda,1
svavamulachamda,1
dasandha,1
ekamabala,1
rajapa,1
daimudadina,1
khurarahamana,1
harasana,1
anda,1
kudana,1
shabaru,1
chandramadhava,1
shiphatula,1
jannadi,1
sikalagaha,1
vashaumdhi,1
idvisi,1
ramaavadhasimha,1
najahuddina,1
mamaludadina,1
mahemdrasimha,1
binfa,1
saratha,1
gerdhava,1
itapharoja,1
rairana,1
kaॉna,1
rritvika,1
kamdaranatha,1
mahendrapamdita,1
titava,1
rajaura,1
vishakmi,1
aboddina,1
julla,1
idariso,1
saddhina,1
charaidhari,1
momari,1
rajvara,1
lalamaniya,1
sarasaiyada,1
narasi,1
ejariyala,1
gulavasa,1
kamataprasada,1
lamuraya,1
dhobim,1
upashyasa,1
ilavai,1
melhotra,1
gomeza,1
guleri,1
jayotisha,1
sahamuba,1
sama.cna,1
habitulaha,1
bholabakasa,1
sahabudinala,1
parasavi,1
phahimullaha,1
yaunusha,1
jaharuiddina,1
zaphruddina,1
salahudi,1
rabhasalala,1
khadga,1
navisera,1
ishalabudadina,1
mohadi,1
usi,1
khaddara,1
phajalehaqa,1
imyeyaza,1
guo,1
palsaniya,1
vimgua,1
ijaharauddina,1
hala.nvai,1
gyasuna,1
aviraja,1
kauna,1
ijaula,1
sibarafila,1
musamika,1
najahima,1
anajharula,1
javiba,1
sakarara,1
musariahamada,1
sahalaudina,1
muskilaudina,1
jafirudadina,1
saraphaadina,1
tajuuddhina,1
maradim,1
mujiruharmana,1
lalakamata,1
paasavana,1
shamasaha,1
haibullaha,1
gujali,1
vakharuddina,1
prasadasadaya,1
yiyajana,1
jamarudrina,1
ehasanhulahaka,1
kutuviddyina,1
mojajemala,1
judrina,1
japhasu,1
husaiti,1
amshaarula,1
alalaudina,1
bhindakara,1
dinamohammada,1
kurasa,1
paraviza,1
mo0jivarila,1
muslimmiya,1
nuramo0,1
mulajima`,1
sikndara,1
gam~na,1
gadedi,1
shyamgamda,1
mahasathe,1
taramuddina,1
liyaza,1
jheda,1
rmonajira,1
qaiyoma,1
aahamada,1
radhunirama,1
sadaiya,1
subaija,1
vivakarma,1
ash,1
radhikaraprasada,1
gomeja,1
amasudina,1
bhagavanadina,1
bhradra,1
pranami,1
kanipaka,1
likata,1
nihalauddina,1
julhana,1
sharabadi,1
memejjaphara,1
nuramuhmmda,1
kakhavara,1
tasahaka,1
amarama,1
sunemana,1
jhijhara,1
jagahiya,1
bakibara,1
juhim,1
vanairata,1
sattyanarayana,1
mojibulalha,1
mamdasala,1
basaphi,1
ramimamdala,1
munesvaramamdala,1
binodakumaramamdala,1
gurumauta,1
kakaihiya,1
bhigendra,1
basarudaraina,1
jasisa,1
yafdava,1
vedanandalala,1
bhidavala,1
sashhaita,1
sailhata,1
sahivajana,1
tripatti,1
nashakara,1
sadhake,1
marita,1
bhimdabara,1
hayaturarahmana,1
istaika,1
ajamuli,1
deshakhi,1
samatulla,1
mohamadasahabaja,1
abadulhaka,1
vishvambara,1
namdamishra,1
jiarula,1
oba.ctulla,1
gurubauta,1
kusarauta,1
kusauta,1
bhadeyara,1
samdika,1
bhaidrasavara,1
bhadaisvara,1
astashba,1
teka.divala,1
viju,1
khatudamoidina,1
abasata,1
madhugopa,1
nashaakara,1
chabi,1
feda,1
minnutulla,1
chaiyata,1
mamona,1
ataallaha,1
madami,1
maqirana,1
riazuiddina,1
hatarata,1
intesharaamsari,1
samasulakujara,1
vasarali,1
baduu,1
hakamana,1
shukarula,1
mohamadauladina,1
chandrabamsii,1
vindha,1
karagahara,1
dambe,1
shahavauddhina,1
pannulala,1
mohammadajahara,1
hajjata,1
gopharana,1
nasurudvina,1
mohamadahasamatullaha,1
adasari,1
panjavi,1
mo0eyuba,1
bahadata,1
mohamadamurtuja,1
kusayaita,1
kamaraina,1
kahamada,1
vahadata,1
taslimasidika,1
hayapa,1
mamsu,1
rezauddina,1
sobha,1
amthoni,1
arauta,1
abedadina,1
akau,1
saiyadavasima,1
khiravara,1
shivamurata,1
murtujama,1
kumaka,1
saraphayauddina,1
rahajaka,1
minasada,1
jakharudina,1
tammaba,1
tavisha,1
morahi,1
sujjada,1
sahanoshiya,1
achelalarama,1
budhesvararama,1
kusiyata,1
ijaila,1
guramaiyata,1
mamusatapha,1
maijahara,1
akarama.n,1
sa‌na,1
sadhauka,1
kha.devara,1
pagra,1
empiechaahamada,1
shoita,1
mamgrota,1
nagoita,1
anasarulahaka,1
mohashana,1
amanana,1
ilayassa,1
kakasima,1
kuseyara,1
railasa,1
dipta,1
chandarekha,1
masiujzama,1
jaluraha,1
meroza,1
khesadi,1
jiyaulahaqa,1
manasauri,1
ptitama,1
saifiue,1
mahaili,1
tophaila,1
bhidavari,1
mo0akhatara,1
kesiya,1
badiujzama,1
vajiulaha,1
musiuzzama,1
bhiuvara,1
kisamada,1
gakira,1
kini,1
chamdreshvari,1
gopilala,1
milanatha,1
sachchiadanamda,1
dibosa,1
muslimaka,1
ujjena,1
sajavalali,1
irphanaullaha,1
irphanaulaha,1
iraphanabullaha,1
kalamtari,1
meharajauddina,1
shahabudi,1
karimaudadina,1
guda.da,1
baliujjama,1
valiuzzama,1
sanaraita,1
shunaraita,1
varaneta,1
argadhiya,1
krripananda,1
krritnarayana,1
sesha,1
samtrara,1
mo0saphikulaha,1
misvahi,1
prasadasahu,1
shoborati,1
gayaali,1
godivala,1
rajanaramjana,1
nijpuriya,1
lakumana,1
pamjivi,1
shivalalasaha,1
nandiyadava,1
aragiya,1
argariya,1
mukhataruhaka,1
nageshvari,1
kharavar,1
shanma,1
jamilaraina,1
shivamurti,1
mimdvara,1
manadana,1
ramachamdrayayadava,1
ravimdrakumarapoddara,1
safija,1
sdika,1
mohammadamilaka,1
obauda,1
jahamgiara,1
mo0saha,1
aladdina,1
julaphukakara,1
marutara,1
herana,1
biharidasa,1
sachchidanamdalala,1
khatabaya,1
suranaprasada,1
ajamudadvina,1
isyeyaka,1
riyajauddhina,1
bhaila,1
gyasududina,1
abasthi,1
rambhagana,1
`ramjana,1
mohamadamustapha,1
razaullaha,1
avabulaha,1
arulauddina,1
tamarula,1
ansarupa,1
bholata,1
ajamasera,1
nakasana,1
nakaiana,1
madhukariya,1
lagaravara,1
enulanata,1
abduli,1
pacharo,1
samamudina,1
akroma,1
salioma,1
minasarara,1
haidayata,1
khushabudhina,1
shahapanni,1
tamtii,1
guramaiya,1
khamahana,1
bhadesabara,1
kupamdita,1
lalasadaya,1
mahatavana,1
sharabata,1
lalamo0,1
usaphala,1
maishyu,1
shrivasava,1
omanaha,1
mojelalaraya,1
saphakullaha,1
makhauliya,1
achchelalasarahana,1
divara,1
simhamaita,1
ramadevamamdala,1
bhidamvara,1
alihaqa,1
phusiyahi,1
zubairuddina,1
kaiuddina,1
goddina,1
shahavajiruddina,1
achchi,1
sukhatana,1
bhanasariya,1
daita,1
magaradauta,1
arayana,1
ramavachchana,1
vchodhari,1
keshudina,1
bachani,1
hamumarduma,1
saphroza,1
balom,1
kpandeya,1
gegari,1
saharavaudadina,1
ramtulalha,1
inariyaja,1
sahakka,1
mo0jumarati,1
aragarda,1
gaivara,1
yachcha,1
radheramana,1
cha.ndha,1
dhomi,1
anuparama,1
anavalu,1
manasika,1
shahaphurakana,1
mosto,1
sahadurahamana,1
yudufa,1
sadayasha,1
dasalama,1
ealayasha,1
akathara,1
sahivaja,1
badulla,1
mahula,1
manajora,1
kaitu,1
pramodakumara,1
imukhiya,1
matesha,1
dokaliya,1
atakala,1
daisana,1
daramajani,1
madusudana,1
mogaphara,1
suvahanalaha,1
obadulla,1
alahana,1
kalluchaudhari,1
lakhinandra,1
baharakhaira,1
dabuda,1
rahamtulllaha,1
namdajha,1
